id,title,date,tags,sorting,text,image
f2ac1-1hp82,Indochine reseau Plasson S.A. Mangin (Cambodge),"October 15, 1945",résistance,27,"The attached datasets contain the personal information of the members or associates of a résistance network in Cambodia. Personal information was extracted from a Witness Account written by Lucien Plasson. The information was extracted from the text on the one hand and lists embedded in the account on the other. Original documents are now held at the Archives nationales Pierrefitte-sur-Seine, were compiled in October 1945.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7065047.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",f2ac1-1hp82.png
h78m9-jvw77,Magistrats pour être relevés de leur fonction 12 Mars 1941,"Mars 12, 1941",legal_purges,32,"The attached datasets contain the names of twelve French functionaries who were to be relieved of their function by the 12th of March, 1941. The original documents, now in the Archives Nationales d'Outre Mer - Mairie d'Aix-en-Provence, were compiled on 12th March 1941 by the State prosecutor Gaston Lafrique.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7065060.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",h78m9-jvw77.png
nw8qy-naj95,Les ressortissants canadiens confinés à Mytho,"October 11, 1943",internment_lists,11,"The attached datasets contain the names of 20 Canadian citizens interned in the Civilian Internment Camp in Mytho, some 70 kilometres outside of Saigon. After the attack on Pearl Harbour, the Japanese Military pressured the French Administration in Indochina to intern the allied civilians in the colony. The list was compiled by the Swiss Consul in Saigon, Hans Hirsbrunner and was sent to the American delegation in early October 1943. It contains information about persons wishing to be repatriated to the United States on board the SS Teia Maru, which sailed from Saigon on 30th September 1943. The original documents are now held at the Swiss Federal Archives in Bern. This sub-collection has provided the Divisive Power of Citizenship and Loyalty (DPCL) project with one of its most valuable datasets to date—supporting investigation of French citizens in French Indochina during World War II.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7065068.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",nw8qy-naj95.png
1eka2-q9v33,Liste des passagers français et étrangers embarques sur le croiseur Suffren,"October 23, 1946",repatriation_list,35,"List of 31 French and three German passengers on board the cruiser Suffren, who were embarking in Saigon on the 27th October 1945. This data was extracted from archival sources stored on microfilm in the context of the legal investigation against Admiral Jean Decoux, Governor-General of French Indochina during the Second World War, in front of the Haute Cour de Justice. Original documents are now held at the Archives nationales Pierrefitte-sur-Seine.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7065085.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",1eka2-q9v33.png
wp1zm-6rt92,Liste des internés,"May 10, 1944",internment_lists,12,"The attached datasets contain the names of 23 French interned in the Internment centres of Long Xuyen, Thudaumot and Xieng Khouang. This data was extracted from archival sources stored on microfilm in the context of the legal investigation against Admiral Jean Decoux, Governor-General of French Indochina during the Second World War, in front of the Haute Cour de Justice. Original documents are now held at the Archives nationales Pierrefitte-sur-Seine, were compiled on the 10th of May 1944.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7065091.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",wp1zm-6rt92.png
1nm3r-y9480,Liste des français dont l'activité est surveillée,Unknown,internment_lists,13,"The attached datasets contain the names of 35 French Citizens whose activity were monitored by the Decoux Government. This data was extracted from archival sources stored on microfilm in the context of the legal investigation against Admiral Jean Decoux, Governor-General of French Indochina during the Second World War, in front of the Haute Cour de Justice. Original documents are now held at the Archives nationales Pierrefitte-sur-Seine, were compiled on the 10th of May 1944.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7065097.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",1nm3r-y9480.png
vvep9-z7y78,Rapport de chef de bataillon Mingant sur la Résistance en Indochine,"October 23, 1946",résistance,28,"The attached datasets contain the personal information of the members or associates of the résistance network centred around Marcel Mingant. The group functioned as an intelligence and evasion network from March 1943 to the 10th of February 1945. The information was contained within a Rapport written by Marcel Mingant and was extracted from the text and accompanying lists. Original documents are now held at the Archives nationales Pierrefitte-sur-Seine, and were compiled in October 1946.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7065103.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",vvep9-z7y78.png
e39h6-e2688,Liste des agents nippons,Unknown,japanese_citizens,38,"The attached datasets contain the names of 71 Japanese citizens whose conduct in Tonkin during the Second World War drew particular attention from the French authorities after the War. All individuals were being searched for crimes and war crimes committed or alleged to be committed by the individual. The alleged crime is described within the list but was not transcribed. The transcribed information contains Surname, Firstname (if provided), Military Rank (if provided) and the location where they were stationed in Indochina. The original documents are now held at the Archives Nationales d'Outre Mer - Mairie d'Aix-en-Provence; neither a date nor a creator is mentioned.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7065115.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",e39h6-e2688.png
rf736-xmg35,Liste de Personnes ayant été déportées ou internées en Indochine à titre politique,Unknown,internment_lists,14,"The attached datasets contain the names of 99 persons who were deported or interned in Indochina for political reasons during the Second World War after the Japanese Coup d'État on the 9th of March 1945. Additional information to the person if provided were: sur- and first name, the individual's profession, the internment Camp where the individual was interned, the duration of the internment and the reason for the confinement. The original documents are now held at the Archives Nationales d'Outre Mer - Mairie d'Aix-en-Provence; neither a date nor a creator is mentioned.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7065124.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",rf736-xmg35.png
9595b-rhh28,Liste au 31 décembre 1939 des membres actifs de l'a.c.a.c,"December 31, 1939",list_of_officials,44,"The attached datasets contain the names of 553 individuals in Indochina by the 31st of December 1939. The pieces of information in the documents were: First- and Surname, profession, address and a personal card number. If provided, these pieces of information were also transcribed. Original documents are now held at the Archives nationales Pierrefitte-sur-Seine; neither a date nor a creator is mentioned.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7065129.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",9595b-rhh28.png
7afyy-dqg27,Liste des Français internés administrativement à Longxuyen,"April 01, 1944",internment_lists,36,"The attached datasets contain the names of 42 persons who the Decoux Government interned on administrative bases without formal charges. The Internment Camp was, in contrast to the title, Long Xuyen, Xieng Khouang and Thudaumot. For some of the internees, a reason for the internment was also given. This data was extracted from archival sources stored on microfilm in the context of the legal investigation against Admiral Jean Decoux, Governor-General of French Indochina, during the Second World War, in front of the Haute Cour de Justice. Original documents are now held at the Archives nationales Pierrefitte-sur-Seine, and were compiled by R. Lascaux after the Second World War. However, the original information was collected in November 1943.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7065131.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",7afyy-dqg27.png
ev3j1-9r178,Légion française des combattants et des volontaires de la Révolution nationale Tonkin,1941/1944,LFCVRN,2,"This record relates to approximately 1110 members of the Union of the so-called ""Légion française des combattants et des volontaires de la Révolution nationale"" in Tonkin (Vietnam). This list is not a complete register of the members of the organization. Information was gathered from the magazine ""Le Légionnaire du Tonkin"". Original documents are now held at the Archives nationales Pierrefitte-sur-Seine and were compiled during the War. The Légion, which was established by Philippe Pétain in August 1940, combined the existing Veteran's organization. By November 1941, admission to the Légion was opened for non-combatants as well. It served as a means to propagate Vichy Ideologies throughout the empire.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7065143.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",ev3j1-9r178.png
pdeb1-a8193,Légion française des combattants et des volontaires de la Révolution nationale Laos,"August 15, 1942",LFCVRN,3,"This record relates to approximately 104 members of the Union of the so-called ""Légion française des combattants et des volontaires de la Révolution nationale"" in Laos. This list is not a complete register of the members of the organization. Information was gathered from the magazine ""Le Légionnaire"". Original documents are now held at the Archives nationales Pierrefitte-sur-Seine and were compiled during the War. The Légion, which was established by Philippe Pétain in August 1940, combined the existing Veteran's organization. By November 1941, admission to the Légion was opened for non-combatants as well. It served as a means to propagate Vichy Ideologies throughout the empire.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7065154.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",pdeb1-a8193.png
g7p27-1ge25,Légion française des combattants et des volontaires de la Révolution nationale Annam,1941/1944,LFCVRN,1,"This record relates to approximately 347 members of the Union of the so-called ""Légion française des combattants et des volontaires de la Révolution nationale"" in Annam. This list is not a complete register of the members of the organization. Information was gathered from the magazine ""Le Légionnaire du Tonkin"". The Tonkin magazine also includes information regarding the chapter in Laos. Original documents are now held at the Archives nationales Pierrefitte-sur-Seine and were compiled during the War. The Légion, which was established by Philippe Pétain in August 1940, combined the existing Veteran's organization. By November 1941, admission to the Légion was opened for non-combatants as well. It served as a means to propagate Vichy Ideologies throughout the empire.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7065161.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",g7p27-1ge25.png
xg7tt-tnb08,Japonais indésirables en Indochine,"November 6, 1946",japanese_citizens,37,"The attached datasets contain the names of 209 Japanese citizens who were no longer welcome by the French authorities in Indochina in reaction to their conduct during the Second World War. The information given in the documentation and, if provided, transcribed were: First- and Surname, Nationality (Japanese or Japanese of Formosan origin), employment, location and remarks. Original documents now held at the Archives Nationales d'Outre Mer - Mairie d'Aix-en-Provence. The only date associated with the List compilation was October or November 1946.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7065165.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",xg7tt-tnb08.png
d8pcf-qta29,Déportés et internés politiques (Sud Vietnam),1952,internment_lists,15,"The attached datasets contain several lists with information about 402 persons who were deported or interned in French Indochina during the Second World War. The internment concerns mainly but not exclusively these individuals who were interned by Japanese Authorities after the Japanese Coup d'État on the 9th of March 1945. Original documents are now held at the Archives Nationales d'Outre Mer - Mairie d'Aix-en-Provence, and the lists were mainly compiled in the years 1952 and 1953.

Multiple datasets generated from the source material, including transcriptions of person entries (names, dates of birth and death where available, profession and often location, remarks and operating unit) and structured person instance data derived from them are provided. Key historic person instance information (appearances in documents), serialized as JSON according to a formal schema is available, together with the JSON Schema itself. This is intended for use by external applications, and can also be searched interactively using a DPCL presentation website (see below) which explains the datasets further. In contrast to transcription data, which represents the printed and hand-written source material, and is often organized inconsistently, the historic person instance data provided here enables reliable searching across multiple archival sources. The historic person instance JSON is lightweight to enable scalability across large numbers of sub-collections/archives: it does not contain all of the information sometimes transcribed, such as remarks and military operating unit. However it does provide IIIF canvas IDs, connecting the person instance to the page in the source document where it originally occurred.

Where annotations can be generated from transcriptions they are provided as Web Annotation Data Model (WADM) annotation collections serialized as JSON, which are linked to source documents via PIDs. The annotation data can be used independently with the IIIF service provided here, to connect person instances interactively to their occurrence in the source documents. Provided principally for analysis preservation and verification purposes, the transcription data is less suitable for automated searching than the historic person instance JSON (above).

These datasets are also deposited in the Zenodo global catch-all repository as record DOI: 10.5281/zenodo.7065175.

A project website at https://www.divisive-power.org/ offers case studies well as search facilities which have access to all of the DPCL datasets, and additionally to other Divisive Power of Citizenship datasets.

This work is funded by Swiss National Science Foundation grant 100011_184860/1 ""Divisive Power of Citizenship""",d8pcf-qta29.png
